Entity1,Entity2,Entity3,Entity4,Entity5,Entity6,Entity7,Entity8,Entity9,Entity10,Entity11,Entity12,Entity13,Entity14,Entity15
Treatment_1weeks_5116_GSM126,0.275416881668763,0.395206702983824,0.721594100450106,0.502480974916553,0.598395445554601,0.217072983382811,0.20660773404719,0.402424666464651,0.696948268940961,0.478170905837119,0.4264921889204,0.780714760792027,0.48287785467922,0.179234232743414,0.389404026288144
Treatment_3weeks_5116_GSM127,0,0.255921920886139,0.603693145924117,0.443241217568052,0.546903339341645,0.367313287379942,0.322313666648998,0.421043871235523,0.585791280598041,0.287600506818327,0.263614127061936,0.815034086007174,0.640603153336133,0.140593484614268,0.222517900105775
Treatment_8weeks_5116_GSM128,0.532044209340156,0.546950728098566,0.950036425452572,0.482805374100157,0.383921544700618,0.53236094422891,0.381018266529818,0.275634248894805,0.705868909794136,0.378184140516066,0.335539446043309,0.660067291268051,0.73755646018969,0.203515683751617,0.346783498313251
Treatment_24weeks_5116_GSM129,0.455998314497281,0.498371776147446,0.647592133629835,0.573893392413309,0.566404446722009,0.162440245223551,0.206247954763645,0.66162099534975,0.401847669414193,0.750391686702644,0.516997358107406,0.889698579353412,0.581312917341669,0.12179262117413,0.261750364822172
Treatment_0weeks_5273_GSM130,0.922321382906006,0.609115801991345,0.765106937116727,0.600115557211167,0.0547039756862459,0.814622328499957,0.533106006305133,0.584361464415017,0.235824993767937,0.58179165430949,0.232405844526397,0.758299861378599,0.510491763122015,0.200396216154189,0.260112273019047
Treatment_1weeks_5273_GSM131,0.618711393684062,0.767274745342951,0.784088013465902,0.744550623585715,0.328007008087521,0.249638018833193,0.566847104399389,0.498815529080688,0.307086161514493,0.51923785909409,0.37260140228545,0.460145526676436,0.291296672060216,0.449332526588177,0.544455558617917
Treatment_3weeks_5273_GSM132,0.780178454104394,0.683100536082918,0.721428225361701,0.659371609655273,0.24285875608608,0.480601697275166,0.478850918837214,0.641221136550087,0.213200337727966,0.540016244203917,0.488705437172871,0.673974218989545,0.508242500978369,0.241239526253696,0.376310020048938
Treatment_8weeks_5273_GSM133,0.651974201989147,0.552341006374356,0.796127269015437,0.673747724699393,0.257983979975766,0.440606471768197,0.484253249528621,0.564532812360872,0.296395168138168,0.553680937233587,0.277347236670278,0.771770120902361,0.625740772877263,0.152106526206907,0.294055614404483
Treatment_24weeks_5273_GSM134,0.76061991422109,0.372470115233527,0.627417419487134,0.6311800501792,0.383199451402486,0.330446746773692,0.506269306231406,0.429873913355128,0.432739344989888,0.710485453377444,0.676175091974082,0.505284008789453,0.662123029164917,0.191344717804164,0.561042100210963
Treatment_0weeks_5336_GSM135,0.792145115622889,0.832021942361035,0.76170469396371,0.500253767215423,0.280078082014024,0.648131310387502,0.903513209100836,0.334575957299216,0.232562181393031,0.392127745626619,0.0845092987973806,0.674948245603092,0.434663882315265,0.304154494607769,0.289302772648544
Treatment_1weeks_5336_GSM136,0.935256392909313,0.62997288369997,0.54115514641509,0.601165751885355,0.282476262213777,0.50692129405791,0.623754906202318,0.469398416880972,0.296375328211085,0.539903878059903,0.279877045307509,0.745263315472347,0.49336651545984,0.278604829597842,0.281656769063791
Treatment_3weeks_5336_GSM137,0.553125035233664,0.564381468790911,0.589874790837625,0.504360000797975,0.336129187828288,0.567149606500754,0.1664682818219,0.553163533945507,0.556366690088655,0.486123280947481,0.0719999256418625,0.83087668585768,0.346045080252078,0.237541845994739,0.317784445714233
Treatment_8weeks_5336_GSM138,0.774984256451342,0.794228550479169,0.693830968824224,0.768329120659589,0.177647142649233,0.419299174888165,0.986122061941548,0.391254635848955,0.103759048524158,0.155945200642008,0.105435936881838,0.463241879852136,0.25144069825949,0.385379190832659,0.631807640562869
Treatment_24weeks_5336_GSM139,0.758741428182947,0.639302558414246,0.394861046393054,0.582580076691357,0.268989299936757,0.550469779470582,0.820153700984717,0.297033561123874,0.340141084341856,0.819922090605091,0.353831224739741,0.601276913294701,0.551245897072715,0.298623656942103,0.295969062977257
Treatment_0weeks_5351_GSM140,0.561124450681649,0.595875218203028,0.786190090487928,0.483521761690006,0.377753671555754,0.539674729249304,0.558150483369779,0.613798191683094,0.182811799494488,0.39988356472236,0.355739211796951,0.51793233223401,0.394663358795154,0.394071976947494,0.27869923812
Treatment_1weeks_5351_GSM141,0.577072418930881,0.529882899583247,0.769496957186783,0.40790422138062,0.468886358270671,0.520534972664319,0.6192104525118,0.480983859919317,0.28670499480325,0.47782770631194,0.560527925543911,0.354779615047274,0.200940009442752,0.825203698953339,0.0164772162707733
Treatment_3weeks_5351_GSM142,0.876879408358911,0.731997393695301,0.759683324140528,0.066072399072485,0.930143403159638,0.367739137078709,0.61380337475651,0.206982283909579,0.603160227652201,0.328143174543722,0.348895529410014,0.444985106570771,0.395414060780685,0.44783173521164,0.377620008168752
Treatment_8weeks_5351_GSM143,0.589781156270572,0.581504480574647,0.879769958423467,0.367055698091031,0.462105677524679,0.585507924809485,0.683094683869797,0.445624977490184,0.277342581341897,0.464462957621528,0.346593575113975,0.533439141697258,0.312520888290826,0.555785367967734,0.132761427369793
Treatment_24weeks_5351_GSM144,0.695178815613761,0.39825248750887,0.681416150506709,0.544749669856515,0.510602077732694,0.277323373521964,0.620782728227738,0.364038728497773,0.418753586795443,0.578902943149944,1,0.554170727651202,0.468095585723672,0.473187169075079,0.284961816598592
Treatment_0weeks_5366_GSM145,0.348620524572851,0.579684036156173,0.961394615700578,0.477849390434779,0.263899172606406,0.700521020885933,0.605886028981651,0.353568693036968,0.44226446189639,0.458633702083866,0.269146965619294,0.871152491700676,0.605014385492417,0.15789349898545,0.17430913676164
Treatment_1weeks_5366_GSM146,0.195392728422062,0.448077780511973,0.746534812196821,0.584287463384976,0.0657767934059693,0.821376777888712,0.542727548013197,0.436994159707247,0.39628601912692,0.433024259371618,0.261897088652768,0.926156176484298,0.562780887120986,0.15586139888464,0.283827438663516
Treatment_3weeks_5366_GSM147,0.651913376764052,0.414190149612471,0.38793012689546,0.634357649755005,0.25059777228577,0.504399388891405,0.696217873170218,0.543788892122873,0.155274248087486,0.510592340705064,0.229852798971261,0.879946823183757,0.506042391556202,0.1925072200621,0.205442076608955
Treatment_8weeks_5366_GSM148,0.510055900562122,0.625355699191434,0.978906900071082,0.627065258874814,0.475327843818984,0.212196463861781,0.474766689550037,0.449087787871951,0.435330300427032,0.470496877891609,0.200667130670501,0.812025244683795,0.511132849044915,0.213182452527456,0.281283836889679
Treatment_24weeks_5366_GSM149,0.708558144499155,0.559838815323909,0.861473918955713,0.673413022689895,0.201981923796851,0.516365092388403,0.649735380427807,0.382065351729733,0.375705437083889,0.677247367204494,0.414318860533121,0.729767573960412,0.652469932333411,0.167301728797589,0.343092236088541
Treatment_0weeks_5374_GSM150,0.57934752056306,0.823739121717708,0.651920032712358,0.470708502926311,0.295719986078777,0.667498752775868,0.710941923766901,0.381671900675487,0.328577802635026,0.47522633751866,0.121586738034021,0.232066753253063,0.502782574019119,0.598677797431877,0.408904164349684
Treatment_1weeks_5374_GSM151,0.769631232891076,0.68938274167072,0.633478167787097,0.495141302157123,0.173746075555171,0.798097121825568,0.978949558008794,0.295795747073078,0.218119249245395,0.681902901050664,0.28967250384948,0.285959703465197,0.36141142960739,0.526941600405801,0.724636461374315
Treatment_3weeks_5374_GSM152,0.424838195665423,0.355153669719408,0.749411640764049,0.469413900462322,0.469223392023267,0.435974438514597,0.535219722495589,0.560282044035594,0.261622941864923,0.627537876576936,0.330685672239852,0.698825943615542,0.412285595085633,0.41495053673085,0.141716014192878
Treatment_8weeks_5374_GSM153,0.653203111768451,0.654274617036666,0.74106695229904,0.573926243624357,0.187636564461156,0.67169060877259,0.92050078359233,0.198504796834466,0.374424451603158,0.676052335142118,0.250060053556912,0.150360228986532,0.298431540212323,0.8337849656208,0.36302380048026
Treatment_24weeks_5374_GSM154,0.356773537340828,0.583959051714222,0.672095384655573,0.57113279067309,0.256631673755575,0.58273878003698,0.938039258287093,0.194878261635682,0.364924549051427,0.705042513494627,0.458144342150552,0.619850389437122,0.484308389539034,0.521185800764729,0.425487385313777
Treatment_0weeks_5384_GSM155,0.58075161829569,0.754823761901552,0.844395491537635,0.531185233287412,0.490329163817288,0.32313031039023,0.230681436548215,0.382194890955119,0.701289576543496,0.263649779246458,0.315029390807623,0.055041906734126,0.195893534106527,0.964567642717922,0.160750497902769
Treatment_1weeks_5384_GSM156,0.745436975089084,0.704950558330971,0.763627822943228,0.44813354968149,0.404224851567498,0.552470615312789,0.285949471770466,0.397683756060346,0.64067843887368,0.354249951947372,0.373566757465718,0,0.199151348048127,1,0.210690969243055
Treatment_3weeks_5384_GSM157,0.355091244449079,0.47199842934803,0.749982315709047,0.620456814547456,0.205740525115878,0.583722665179727,0.442861294818088,0.388959273979684,0.528652905582723,0.623137024259441,0.348326510722951,0.826774040176475,0.605081893733821,0.273256453825035,0.227036765237405
Treatment_8weeks_5384_GSM158,0.518868674230843,0.697884705073685,0.782152574545165,0.402478327429623,0.481919322280032,0.51042996517511,0.254097739499778,0.285328316005321,0.793477214873175,0.321564179832136,0.312475434000803,0.115364304900297,0.441196863920642,0.771168497846506,0.168233535236082
Treatment_24weeks_5384_GSM159,0.653601160681763,0.683432245418569,0.647243867158721,0.501964006482987,0.557328690498735,0.272998668939259,0.212069334239081,0.291876628258907,0.818683548109457,0.48215330312313,0.541070887900361,0.19551643858089,0.522456815246199,0.619719319070216,0.411561816956199
Treatment_0weeks_5390_GSM160,0.95454330869582,1,0.598977029798376,0.511761758990316,0.376923069922445,0.502176654355589,0.530268466069896,0.355834984248702,0.498459531268086,0.529518400914267,0.51466790886287,0.279617392178692,0.607350383930906,0.549664933003043,0.19180553068632
Treatment_1weeks_5390_GSM161,0.739172511875581,0.562478554332381,0.450626500489295,0.468850992537256,0.50853181150409,0.383889634768874,0.253762555510979,0.319479417024214,0.75481914369003,0.433556618856925,0.492167091780765,0.287216760104875,0.362803152883707,0.646181082005564,0.297415580033409
Treatment_3weeks_5390_GSM162,0.614965141220961,0.755236929259236,0.674408397567997,0.425955607610368,0.293557649873654,0.731600630178012,0.828107991300215,0.327421149947461,0.299328482640505,0.697320841400188,0.471578047592406,0.374034614361155,0.211290616031285,0.720639688165548,0.555966007998625
Treatment_8weeks_5390_GSM163,0.86095979358749,0.622005448101591,0.474599606249353,0.46133934499309,0.528083959324486,0.367870940415791,0.498736747822999,0.207338241089134,0.692196205327844,0.437622475968211,0.553089154387681,0.376424916659733,0.59054755356144,0.390738566626831,0.477006432569138
Treatment_24weeks_5390_GSM164,0.568430846165385,0.48227759068505,0.565486281298309,0.462269470541767,0.659253700033741,0.190226887080258,0.545058803565843,0.0898636670628393,0.790063998738374,0.708132378216183,0.90856977780942,0.41789320046039,0.66493449373828,0.459659085107069,0.198580380038325
Treatment_0weeks_5403_GSM165,0.607433845830099,0.653995111487803,0.71771432861741,0.441660015321864,0.427644317602589,0.52983233417311,0.360666846894564,0.491962737470494,0.475160077061272,0.566475051204857,0.204620032776398,0.648471830141089,0.448574554919038,0.36264739668052,0.285307289725635
Treatment_1weeks_5403_GSM166,0.490558347404677,0.541338572728732,0.597550915673765,0.541662047547747,0.358275866070189,0.486364740827858,0.342761093931287,0.398626382102705,0.595444421184968,0.538536520535115,0.213561151445366,0.686320377983668,0.488242546220848,0.28473974535989,0.308120521461348
Treatment_3weeks_5403_GSM167,0.614084901496496,0.654667154312684,0.760281639716412,0.481281913171005,0.55567696725441,0.303499949662342,0.146020372953418,0.288689860077224,0.873655226613546,0.347538714738506,0.387830165848717,0.000132018148062989,0.461159752161702,0.840793152309776,0.179298381755339
Treatment_8weeks_5403_GSM168,0.458764792296542,0.417252447003005,0.350988556755336,0.459600691851725,0.557764961124703,0.330338958667467,0.210681299640141,0.385918609901692,0.712592185138286,0.645574315711997,0.348294550641209,0.973667655497447,0.614054576002032,0.112822988367728,0.356972848238824
Treatment_24weeks_5403_GSM169,0.464881371279565,0.319311970307568,0.081951231096248,0.759655636527638,0.3944411651994,0.139655629237672,0.211587816846305,0.560596706334388,0.51282430693747,0.576888730696949,0.559774411527539,0.74292295964897,0.618331541408017,0.0569396298250505,0.942537282361509
Treatment_0weeks_5419_GSM170,0.59586181142749,0.658317691892886,0.728960175978475,0.548691460941085,0.258224734621944,0.611282640988079,0.413034185292556,0.44525766421842,0.487679899942596,0.685465826456335,0.282895856449959,0.456952094436263,0.398733178280896,0.45386718924204,0.319246033317146
Treatment_1weeks_5419_GSM171,0.578983669436442,0.539563838838557,0.600083187186367,0.617796593579247,0.269775591945864,0.501258008040614,0.237672588881117,0.560674040383813,0.492460413262472,0.83009358624931,0.406155428902433,0.555989342125664,0.256426645622451,0.55339311332124,0.310473953369678
Treatment_3weeks_5419_GSM172,0.765464513189914,0.789008536378301,0.541993255419988,0.386604051736369,0.557961292386412,0.429889407312516,0.572099696184471,0.18424602645289,0.661486859216813,0.421598589302117,0.589001533495752,0.35325767794569,0.59341414932668,0.380297507885544,0.47979997552952
Treatment_8weeks_5419_GSM173,0.41200359876189,0.605043227752657,0.772749649814258,0.640660327986342,0.234569386672135,0.517333145834376,0.120168895029036,0.570560433708871,0.572529813434364,0.237160388560717,0.197291821301591,0.699507372990802,0.420681565014896,0.274701187400384,0.32386336786873
Treatment_24weeks_5419_GSM174,0.370578309706561,0.36031719938583,0.580761137986685,0.544109406838011,0.46863492911939,0.334628303244654,0.392945195732279,0.381474834934859,0.575982094439069,0.541283281332668,0.339216868481439,0.862330677931715,0.604575565765275,0.205609957050109,0.379115568360132
Control_0weeks_5000,0.281573075669021,0.203263634588727,0.704409006648761,0.604524220736597,0.622044505107096,0.208425338550098,0.301338194386041,0.426210305742728,0.62507326099553,0.291226608101755,0.29867493188654,0.671182589692597,0.12281270021514,0.376476267052427,0.260033218876145
Control_24weeks_5000,0.599140554330886,0.474913898912833,0.0214261361035091,0.367831777249523,0.509379245792662,0.743335155697236,0.273968955604513,0.591576580608222,0.489190768485112,0.526454562013324,0.537975500871068,0.438785721082278,0.996269144268754,0.233973271489583,0.602874924880552
Control_0weeks_5001,0.534671090800485,0.744718896734765,0.404344466189682,0.630735359535023,0.1775676511631,0.602028271423939,1,0.433100545740451,0.145471508816323,0.711964953840972,0.54687724380513,0.0043007523787035,0.527513389781614,1,0.273620296777683
Control_24weeks_5001,0.58534561456785,0.435436884227506,0.534149003578795,0.61494964661496,0.312233798459997,0.496803143990284,0.496012292647576,0.29138253997559,0.61913203904409,0.448551669104534,0.343835709961147,0,0.0609271666584771,0.983153183356558,0.489828738731289
Control_0weeks_5002,0.489171931372567,0.220610464464663,0.696913247594496,0.516690302145803,0.452672567781802,0.533338797537953,0.433152790827167,1,0,0.686915321831348,0.465884523880575,0.706925637351126,0.462279641847693,0.458165037755382,0.190562810634971
Control_24weeks_5002,0.24105520928283,0.148927033827375,0.369542451019084,0.581108118615011,0.645360714816684,0.227192328621397,0.361654627953716,0,0.982217117265501,0.179866259008633,0.0486846168227751,0.849425902255502,0.225258791461939,0.264691005804805,0.187607768895965
Control_0weeks_5003,0.656724373975824,0.381437317781315,0.865010182551943,0.492287882940011,0.560528443406849,0.470091160893824,0.372034084769415,0.616110840023863,0.399866381735597,0.372811394583613,0.447528685505694,0.59487944556991,0.660222598019139,0.203773414774163,0.514791365119669
Control_24weeks_5003,0.483277165474309,0.188358103321157,0.698018584804814,0.235422245731656,0.994213715998699,0.499644545587945,0.656660291300428,0.119662712329662,0.670684568926358,0.541998991287217,0.689779584088038,0.825113022724208,0.682096641672082,0.104383495745949,0.367583211130578
Control_0weeks_5004,0.898679088308333,0.589955617482457,0.895985345848506,0.0614672521365612,1,0.804980865634858,0.478027060270286,0.41143986837518,0.519203560309536,1,0.84017683492417,0.904898198160035,0.429687375041761,0.161826936693248,0.816749872253368
Control_24weeks_5004,0.473774263372143,0.291138474151244,0.862504641927398,0.601109393222909,0.348947439018827,0.485169630503827,0.476517652027894,0.158598445428015,0.756327896633107,0.517908353064439,0.390474281858047,0.810764067176481,0.657861786990082,0.259135326467378,0.228986273058145
Control_0weeks_5005,0.589485582455901,0.460170586495233,0.712929996101531,0,0.985273953446607,0.929491520355218,0.161200101539425,0.226620846888216,0.906357236000768,0.640064207389672,0.417922263311548,0.499316150770371,0.331809521216009,0.722154536799179,0.214563020985295
Control_24weeks_5005,0.482079008289123,0.346781145653042,0.464491611202597,0.785032687319563,0.333927268973679,0.17115844496091,0.036230767646977,0.445333082177137,0.786760103285766,0.649851662467042,0.561322322583339,0.737373362824973,0.404350283593432,0.244666716810786,0.462582829395445
Control_0weeks_5006,0.375570359852929,0.110825837153114,0.514162552071706,0.311855179050544,0.695876309525738,0.658616203551771,0.286783435286913,0.051876144292981,0.98448186991435,0.40680850433294,0.27349716952975,0.732035178295411,0.989902861591364,0.0226233967776069,0.4269716936273
Control_24weeks_5006,0.569108440364764,0.455143735437344,0.865494700504153,0.198913039876109,0.77943019714462,0.777780523049285,0.293323408303965,0.60397365743468,0.464506752425743,0.389941825913182,0.502031178642819,0.447844068046297,0.640669583818266,0.289975380533305,0.537350802546625
Control_0weeks_5007,0.847303651630122,1,0.430710683363362,0.711863616954835,0.309448365273225,0.326259649977577,0.236513996298702,0.882560806451071,0.242837426332485,0.905427963928595,0.731332732338909,0.734447599275035,0.309504442125722,0.209320383689245,1
Control_24weeks_5007,0.665010049660121,0.545058269783669,0.782890475124512,0.375095946109579,0.866024219510148,0.376911869506041,0.269648108311818,0.289546896492066,0.774150950522077,0.487219347810872,0.523923862919359,0.919081360649426,0.265900716831207,0.14546801585252,0.481715204050882
Control_0weeks_5008,0.372558981108944,0.250138147793271,0.55825470071944,0.516973596497377,0.455510486877878,0.530019840259538,0.226315002385841,0.203230271911537,0.884100274545145,0.525342768076223,0.445816493747132,0.880820307349409,0.798909951980766,0,0.377611282126331
Control_24weeks_5008,0.651517285747596,0.488248444606062,0.684928135563619,0.0019535150499333,0.983201381028013,0.928052106630943,0.138888406607447,0.353638397613466,0.802859381901002,0.608627910174789,0.522695633362732,0.472105663598971,0.670292750574516,0.346214727088636,0.518422600747184
Control_0weeks_5009,0.715032716708753,0.460108565880147,0.523520611756136,0.473732243118711,0.355219620180496,0.706732810286174,0.626647296809646,0.301990737429302,0.520753799692897,0.468759413237677,0.587621917679197,0.434376995817212,0.953121143596486,0.246193769737705,0.672752728455811
Control_24weeks_5009,0.612166721926619,0.239286486463064,0.62469563357826,0.411796368642096,0.600885185670399,0.574034646673754,0.118570452401005,0.17203074578786,0.986204071562879,0.770895523035526,0.675379511295831,0.638609470114575,0.283779705867324,0.517592511040554,0.681772448480813
Control_0weeks_5010,0.628360517927469,0.548763293638079,0.616182548347943,0.4526827819592,0.458335295996608,0.642186802040359,0.660370946789325,0.631222529010601,0.190479418905672,0.791457477788059,0.597583870008982,0.576084244493351,0.106596499073581,0.667237529553753,0.420539694276096
Control_24weeks_5010,0.148542380509616,0.24527143629762,0.611020063852734,0.61003399379266,0.474759015616422,0.344531807391891,0,0.899315652411306,0.3873706174101,0.21670716329804,0,0.239282685460401,0.518996605278088,0.617600346682285,0
Control_0weeks_5011,0.454909010525814,0.158104876901959,0.263811959747031,0.68754519440957,0.236913988612628,0.441627684444371,0.34832690041604,0.606182758451527,0.425192830283823,0.328679831982205,0.449622299835967,0.664240461022857,0.0389108115909239,0.575874619862964,0.405701919034769
Control_24weeks_5011,0.499009789846048,0.505600324845002,0.217736786400132,0.628174825219393,0.381463632830844,0.404547190738592,0.27420324757064,0.761675907766756,0.330194257037339,0.298957373698137,0.429351773156061,0.506048052836576,0.635907688039928,0.30200645513325,0.597562153923835
Control_0weeks_5012,1,0.705716958380151,0.589164960901693,0.48512336292548,0.431091291074248,0.61117449294696,0.218007835420414,0.559941525669051,0.556631055528338,0.904952164987799,0.845442321105373,0.669975467906599,0.628431212280812,0.299657893489404,0.818292969199208
